-14.4184	218.3262	-5e-05	4	0.60594458624	0.39405541376
-16.4848	217.1849	-585.717016	-1	0.0	0.321211221921
-14.6728	218.0934	-576.855152	4	0.648969643694	0.351030356306
-12.1764	220.2225	-576.854466	-1	0.0	0.422172510786
-14.7111	218.1642	-576.826712	4	1.0	0.0
-15.4619	218.5749	-572.887139	5	0.257270194367	0.742729805633
-16.2496	217.4392	-571.99433	15	1.0	0.100935433655
-16.26	217.4512	-571.91688	15	0.765566326914	0.234433673086
-16.2876	217.4631	-571.85385	-1	0.0	0.307466844209
-16.2463	217.4019	-571.78058	15	0.754811581132	0.245188418868
-16.2432	217.4357	-571.719858	15	1.0	0.0
-16.2546	217.4296	-571.611075	15	1.0	0.0
-14.0389	218.3817	-567.091297	3	1.0	0.0
-14.0473	218.3603	-567.078833	3	1.0	0.0
-14.5819	218.0179	-566.916898	-1	0.0	0.040722049956
-14.1158	218.3716	-566.916826	3	1.0	0.205609514142
-14.8263	218.3709	-555.528202	4	1.0	0.120750985172
-14.7698	218.3952	-555.526086	4	1.0	0.00171691039248
-14.7604	218.3577	-555.420575	4	1.0	0.0
-14.8086	218.3304	-555.232053	4	1.0	0.175612851447
-15.3693	218.2799	-555.147267	5	0.85971595578	0.14028404422
-15.3944	218.2048	-555.112746	5	0.467027241969	0.532972758031
-15.34	218.2649	-555.10104	5	0.85971595578	0.14028404422
-15.3599	218.2332	-555.077792	5	0.738113486401	0.261886513599
-16.0082	217.375	-530.550898	-1	0.0	0.000965380757021
-15.9973	217.4897	-530.550864	12	0.390301776279	0.609698223721
-16.052	217.3457	-530.529888	-1	0.0	0.000965380757021
-15.8815	217.5088	-530.511448	-1	0.0	0.419089161814
-16.0228	217.552	-530.496952	-1	0.0	0.186213528917
-15.4684	217.786	-530.496885	6	0.221462650782	0.778537349218
-15.4409	218.4021	-521.00692	5	0.723693006514	0.276306993486
-16.3659	216.8586	-517.964201	-1	0.0	0.524823681535
-16.157	217.3787	-517.964148	15	1.0	0.0
-16.1481	217.4549	-517.906396	15	0.81190505398	0.18809494602
-16.2273	217.4625	-517.590574	-1	0.0	0.154578440625
-16.3366	217.2804	-517.475326	-1	0.0	0.232581563803
-16.4772	218.3715	-517.475172	-1	0.0	0.011276065168
-16.2417	217.4393	-517.254066	15	1.0	0.166056854392
-16.2429	217.4253	-517.111456	15	1.0	0.0
-16.2834	217.5053	-517.109784	-1	0.0	0.189956045393
-16.2244	217.4497	-517.020797	15	0.847241319709	0.152758680291
-16.3134	217.2875	-517.020782	-1	0.0	0.179080512063
-16.3634	217.3395	-506.313341	13	1.0	0.0
