9.208	271.134	4.7e-05	10	0.98102927032	0.0189707296805
9.5881	274.5414	-599.831517	35	0.432265701811	0.567734298189
8.8064	275.8161	-599.39497	-1	0.0	0.0872410323623
16.0182	265.406	-598.598008	27	0.978178154303	0.0218218456972
15.9822	265.516	-595.693959	27	0.349232122288	0.650767877712
16.0129	265.4332	-595.583196	27	0.817187306715	0.182812693285
16.266	266.1624	-595.506061	9	1.0	0.0
9.1	275.7843	-592.279319	33	1.0	0.144668427448
9.0456	275.662	-592.08914	33	0.622387628454	0.377612371546
9.0837	275.788	-591.976978	33	1.0	0.0148025714941
9.069	275.7037	-591.818698	33	1.0	0.0
9.0397	275.7047	-591.747149	33	1.0	0.0512383031806
9.1516	275.7341	-590.481604	33	0.596102613533	0.403897386467
9.1328	275.7801	-590.266736	33	1.0	0.275585701547
15.9098	265.243	-588.014365	27	0.65120637427	0.34879362573
15.9594	265.3869	-588.014321	27	1.0	0.0493317300185
18.0896	265.4111	-585.195183	18	0.585914098343	0.414085901657
18.1494	265.469	-585.137646	18	0.942186012866	0.0578139871343
18.0991	265.4659	-585.038009	18	0.612833507942	0.387166492058
8.9489	275.1432	-584.422613	31	0.318778429267	0.681221570733
9.8922	273.8932	-580.082252	38	0.981741045787	0.0182589542126
15.905	265.3992	-578.532602	27	1.0	0.00844195029118
15.9044	265.3819	-578.220414	27	1.0	0.21729149125
15.9126	265.4262	-577.775456	27	0.830839751956	0.169160248044
9.1892	271.1835	-577.714527	10	1.0	0.0073598860606
9.296	271.2433	-577.714479	10	0.246115086196	0.753884913804
9.1968	271.2911	-577.645226	10	0.182139424444	0.817860575556
9.1829	271.2119	-577.565364	10	0.66364757959	0.33635242041
9.1525	271.2286	-577.51765	10	0.378785847873	0.621214152127
9.8738	273.8295	-575.89601	38	1.0	0.0
9.9248	273.9117	-575.895946	-1	0.0	0.122722362804
10.608	276.3305	-575.009798	22	1.0	0.0
15.9498	265.4869	-572.916451	27	0.645022483405	0.354977516595
15.9164	265.366	-571.842519	27	1.0	0.315981429312
15.9159	265.3778	-571.721373	27	1.0	0.21729149125
12.286	261.2516	-568.92194	1	0.978989792356	0.0210102076445
10.0506	273.7426	-568.552209	37	1.0	0.160542418763
11.2511	275.7848	-568.372	12	0.844850987419	0.155149012581
15.9191	265.3696	-565.890967	27	1.0	0.0199609472501
8.9818	275.0659	-564.913807	31	0.228199435684	0.771800564316
16.0097	265.363	-564.096964	27	0.749375802694	0.250624197306
16.015	265.4632	-564.055626	27	0.849224308072	0.150775691928
15.9382	265.3901	-563.99823	27	1.0	0.115504014916
15.935	265.4139	-563.946952	27	1.0	0.00455431368445
15.9578	265.3666	-563.82748	27	1.0	0.0
15.9287	265.4463	-563.622002	27	0.546258109705	0.453741890295
15.9826	265.4548	-563.46639	27	0.699976538494	0.300023461506
15.9952	265.4537	-563.393144	27	0.926504410163	0.0734955898375
9.0935	275.763	-561.550515	33	1.0	0.0
9.0549	275.6582	-561.449615	33	0.548052530824	0.451947469176
